Date,Close,Volume
2000-08-08,51.191147,14558586
2000-08-09,51.632114,15479064
2000-08-10,50.990002,10987386
2000-08-11,50.943584,12610712
2000-08-14,50.959057,17141782
2000-08-15,50.959057,0
2000-08-16,52.204601,31149803
2000-08-17,52.258755,39757992
2000-08-18,52.134975,11853252
2000-08-21,52.065346,9360408
2000-08-22,52.343853,18410146
2000-08-23,52.537262,35053972
2000-08-24,51.926094,21329032
2000-08-25,51.616642,10697959
2000-08-28,51.400024,7696288
2000-08-29,51.121517,13992761
2000-08-30,52.127239,19816398
2000-08-31,52.073086,17714510
2000-09-01,52.073086,0
2000-09-04,54.757584,50900906
2000-09-05,55.043827,23488402
2000-09-06,56.258427,63211236
2000-09-07,55.987656,48790241
2000-09-08,57.387928,38496874
2000-09-11,59.283321,45598725
2000-09-12,59.329739,27993820
2000-09-13,58.099667,38251770
2000-09-14,58.130611,27142859
2000-09-15,56.622032,24551946
2000-09-18,53.566193,33873654
2000-09-19,52.235546,31450567
2000-09-20,53.767334,24745287
2000-09-21,53.829224,22323744
2000-09-22,52.351589,27224002
2000-09-25,52.908604,22404881
2000-09-26,52.808033,18465314
2000-09-27,54.448132,42747953
2000-09-28,53.473354,31826547
2000-09-29,52.993706,17536357
2000-10-02,52.993706,0
2000-10-03,53.094276,19365124
2000-10-04,53.635818,11730260
2000-10-05,52.630096,11097865
2000-10-06,52.668777,13474626
2000-10-09,52.676517,15937739
2000-10-10,51.864204,13848357
2000-10-11,51.106045,12546690
2000-10-12,50.649605,31881405
2000-10-13,49.249332,24689867
2000-10-16,48.01152,31406165
2000-10-17,46.719559,37963551
2000-10-18,46.162544,17522746
2000-10-19,46.905231,32428346
2000-10-20,46.123863,40684100
2000-10-23,44.22847,22863304
2000-10-24,45.288342,32262879
2000-10-25,47.199211,35445366
2000-10-26,47.276573,8735685
2000-10-27,46.874287,22488403
2000-10-30,46.572571,18891248
2000-10-31,46.750504,19618326
2000-11-01,47.740753,33449647
2000-11-02,48.847046,34547024
2000-11-03,48.839306,27048919
2000-11-06,48.382866,25774473
2000-11-07,48.460228,16787686
2000-11-08,49.272541,36326556
2000-11-09,49.380848,24601239
2000-11-10,48.14304,22722190
2000-11-13,46.789185,15082111
2000-11-14,48.127567,23764438
2000-11-15,48.444756,19781582
2000-11-16,48.220402,21065638
2000-11-17,48.096622,21922558
2000-11-20,47.996052,10856730
2000-11-21,47.825851,24245818
2000-11-22,47.67886,7411113
2000-11-23,48.14304,16483956
2000-11-24,48.483437,21784579
2000-11-27,49.311222,19903914
2000-11-28,50.982265,43729661
2000-11-29,50.626392,33517955
2000-11-30,50.773384,20244361
2000-12-01,50.765648,23417451
2000-12-04,51.461914,31745811
2000-12-05,52.405746,24415873
2000-12-06,52.181393,20176370
2000-12-07,52.22781,14086701
2000-12-08,52.514053,27549429
2000-12-11,53.527508,39190021
2000-12-12,53.272209,15382629
2000-12-13,53.751862,26336072
2000-12-14,53.581665,40825007
2000-12-15,52.2897,25940644
2000-12-18,52.808033,24617662
2000-12-19,52.514053,22755779
2000-12-20,52.893131,13533931
2000-12-21,52.962757,27446893
2000-12-22,52.328381,23000760
2000-12-25,52.328381,0
2000-12-26,50.750175,24655005
2000-12-27,51.531544,25901957
2000-12-28,52.421219,26127096
2000-12-29,52.444427,17362708
2001-01-01,52.877659,19442331
2001-01-02,54.819473,42810928
2001-01-03,55.709148,57159622
2001-01-04,55.361015,38666386
2001-01-05,56.366734,48215173
2001-01-08,55.732357,44224788
2001-01-09,55.384224,29172070
2001-01-10,54.417187,30575175
2001-01-11,55.051563,26309541
2001-01-12,54.858154,15527905
2001-01-15,55.012878,12782448
2001-01-16,57.00111,67196704
2001-01-17,56.0186,26913441
2001-01-18,56.436359,17645699
2001-01-19,57.109421,42422507
2001-01-22,57.944942,49039029
2001-01-23,59.051231,53475157
2001-01-24,58.85009,35295295
2001-01-25,59.058968,29017487
2001-01-26,59.058968,0
2001-01-29,58.432327,32795058
2001-01-30,60.289043,67947747
2001-01-31,59.507675,38132921
2001-02-01,59.747501,82349366
2001-02-02,61.039463,65464708
2001-02-05,61.758942,68962152
2001-02-06,61.557796,39092901
2001-02-07,60.877003,23506544
2001-02-08,61.263817,30915221
2001-02-09,61.720261,45047590
2001-02-12,61.975555,42586286
2001-02-13,63.445454,55148262
2001-02-14,64.296448,57887223
2001-02-15,65.40274,95050871
2001-02-16,65.364059,81979234
2001-02-19,65.812767,41141631
2001-02-20,65.418213,46248712
2001-02-21,64.072098,50993799
2001-02-22,64.157196,50329509
2001-02-23,63.638863,49943194
2001-02-26,62.857494,40210405
2001-02-27,62.215382,36261764
2001-02-28,64.072098,71413412
2001-03-01,67.800995,103004136
2001-03-02,64.845726,86709799
2001-03-05,63.22884,61010290
2001-03-06,63.22884,0
2001-03-07,63.747169,48763594
2001-03-08,63.963787,28634714
2001-03-09,63.360355,25377081
2001-03-12,63.128265,23726914
2001-03-13,60.049217,34027849
2001-03-14,61.797623,21796258
2001-03-15,61.464962,16055838
2001-03-16,59.414841,20703081
2001-03-19,59.182751,14598747
2001-03-20,57.767006,11775417
2001-03-21,62.091602,21470211
2001-03-22,60.869267,18537442
2001-03-23,58.726307,22901287
2001-03-26,59.445786,11450378
2001-03-27,60.451504,18974491
2001-03-28,62.199909,17239872
2001-03-29,61.341179,24644044
2001-03-30,60.273567,15875616
2001-04-02,60.505657,18030753
2001-04-03,60.474712,9938830
2001-04-04,59.275585,9381976
2001-04-05,59.275585,0
2001-04-06,59.221432,7544167
2001-04-09,55.275913,31620971
2001-04-10,50.84301,23619705
2001-04-11,50.169952,36725183
2001-04-12,46.00782,42009551
2001-04-13,46.00782,0
2001-04-16,47.67886,29141170
2001-04-17,48.76968,25542263
2001-04-18,50.626392,42489987
2001-04-19,57.209991,68751703
2001-04-20,55.523476,37236706
2001-04-23,54.788528,21045460
2001-04-24,54.06905,17229809
2001-04-25,55.492531,32062137
2001-04-26,54.904572,32977535
2001-04-27,53.434673,33400392
2001-04-30,52.993706,21494350
2001-05-01,52.993706,0
2001-05-02,52.962757,14624089
2001-05-03,53.218056,15124715
2001-05-04,53.179375,8120069
2001-05-07,52.746143,7268164
2001-05-08,53.550716,14217952
2001-05-09,54.424919,28754274
2001-05-10,54.950989,14090598
2001-05-11,54.981934,14416761
2001-05-14,55.670467,11481672
2001-05-15,57.372456,30047158
2001-05-16,56.77676,21439182
2001-05-17,59.190487,37483225
2001-05-18,57.999096,19502146
2001-05-21,58.277603,18769878
2001-05-22,58.401382,13619275
2001-05-23,58.958397,12187280
2001-05-24,60.791901,43638035
2001-05-25,60.892475,27566304
2001-05-28,61.704784,16841516
2001-05-29,62.416527,19757494
2001-05-30,60.583023,25244136
2001-05-31,60.699066,19795516
2001-06-01,58.834618,19880537
2001-06-04,57.983624,14366654
2001-06-05,57.705116,13089358
2001-06-06,56.560143,18286844
2001-06-07,56.351261,24322818
2001-06-08,57.310562,23242355
2001-06-11,57.356983,17254239
2001-06-12,57.256409,8913755
2001-06-13,58.084194,14851465
2001-06-14,56.304844,30061454
2001-06-15,55.33007,21919172
2001-06-18,52.699726,25596869
2001-06-19,53.666763,16855819
2001-06-20,53.357311,12042483
2001-06-21,52.777088,21798119
2001-06-22,52.978233,14392803
2001-06-25,52.831242,11410650
2001-06-26,53.659027,13108172
2001-06-27,55.407433,20458067
2001-06-28,56.057281,17788131
2001-06-29,57.016582,12434802
2001-07-02,55.492531,6512926
2001-07-03,50.966793,30366244
2001-07-04,50.471668,18231443
2001-07-05,51.330399,12961804
2001-07-06,50.394306,7915507
2001-07-09,50.626392,16572376
2001-07-10,51.632114,11525621
2001-07-11,52.080818,7391084
2001-07-12,52.637833,8065559
2001-07-13,53.225792,13189871
2001-07-16,51.36908,9909398
2001-07-17,51.523808,7470941
2001-07-18,50.556767,9590654
2001-07-19,50.146744,7802798
2001-07-20,48.568535,11819702
2001-07-23,48.429283,899182
2001-07-24,48.638165,6413421
2001-07-25,48.073414,7916742
2001-07-26,47.168266,14061902
2001-07-27,47.353935,8282317
2001-07-30,48.406075,9693662
2001-07-31,49.334431,25609621
2001-08-01,48.816097,12119625
2001-08-02,49.171967,10517084
2001-08-03,49.079132,22173673
2001-08-06,50.007488,11795201
2001-08-07,50.928108,15177150
2001-08-08,50.819801,11536434
2001-08-09,51.957039,15060376
2001-08-10,52.575943,16397067
2001-08-13,50.525822,12831832
2001-08-14,49.674828,19070371
2001-08-15,49.674828,0
2001-08-16,50.579975,18605097
2001-08-17,49.133286,17482901
2001-08-20,49.179707,12790462
2001-08-21,49.342167,11973768
2001-08-22,49.342167,0
2001-08-23,49.048187,11254898
2001-08-24,48.761944,9658277
2001-08-27,48.785152,8473157
2001-08-28,48.406075,6669680
2001-08-29,49.264805,22413393
2001-08-30,49.373112,12796311
2001-08-31,48.14304,18181038
2001-09-03,48.382866,7463231
2001-09-04,48.638165,10321946
2001-09-05,48.14304,5447715
2001-09-06,48.212666,7830473
2001-09-07,47.609234,9445746
2001-09-10,47.059956,5836680
2001-09-11,47.199211,6771854
2001-09-12,46.092918,16053647
2001-09-13,44.917,9322994
2001-09-14,40.429939,14578479
2001-09-17,40.638821,46177509
2001-09-18,39.168922,40167684
2001-09-19,38.201885,24923357
2001-09-20,37.118801,28219232
2001-09-21,33.52142,33913027
2001-09-24,34.217686,47028593
2001-09-25,31.966421,46020354
2001-09-26,35.146042,42362969
2001-09-27,37.397308,62021450
2001-09-28,40.940536,67280464
2001-10-01,40.159172,94266304
2001-10-02,40.159172,0
2001-10-03,38.155468,46124938
2001-10-04,38.596436,68805688
2001-10-05,38.782108,32968733
2001-10-08,39.045143,47960355
2001-10-09,39.161186,47804280
2001-10-10,39.942554,41785368
2001-10-11,41.06432,36688233
2001-10-12,41.319618,40533718
2001-10-15,42.333073,30617100
2001-10-16,42.333073,20941379
2001-10-17,44.027325,27558115
2001-10-18,42.696678,19524411
2001-10-19,42.78178,17958218
2001-10-22,42.209293,19478188
2001-10-23,42.534218,12250987
2001-10-24,41.149418,22109107
2001-10-25,40.83223,12801456
2001-10-26,40.83223,0
2001-10-29,40.298424,14081188
2001-10-30,39.076088,16014326
2001-10-31,39.362331,49551192
2001-11-01,40.337105,25247542
2001-11-02,40.685238,20437644
2001-11-05,40.460884,15847586
2001-11-06,40.615612,15558469
2001-11-07,40.089542,10284564
2001-11-08,40.337105,19187410
2001-11-09,40.855438,15973971
2001-11-12,41.188099,12810200
2001-11-13,41.536232,14825826
2001-11-14,42.271183,5692832
2001-11-15,43.021603,14454422
2001-11-16,43.021603,0
2001-11-19,47.230156,32784956
2001-11-20,45.033043,20464078
2001-11-21,45.551376,18737860
2001-11-22,45.164562,14538874
2001-11-23,45.164562,16636341
2001-11-26,46.201225,16932419
2001-11-27,45.365704,12814763
2001-11-28,44.955681,14947208
2001-11-29,44.862846,11261348
2001-11-30,44.862846,0
2001-12-03,44.940208,12363553
2001-12-04,46.185753,15898483
2001-12-05,48.4757,21093888
2001-12-06,47.957367,22454000
2001-12-07,48.274555,14029005
2001-12-10,48.746471,9491492
2001-12-11,48.034733,10645111
2001-12-12,48.119831,11794845
2001-12-13,48.119831,26617666
2001-12-14,48.01152,8651117
2001-12-17,48.01152,0
2001-12-18,47.833588,9990884
2001-12-19,47.763962,16473880
2001-12-20,48.01152,11381528
2001-12-21,48.01926,6510425
2001-12-24,48.073414,6400941
2001-12-25,48.073414,0
2001-12-26,47.469982,4301658
2001-12-27,46.765976,16519599
2001-12-28,46.711823,13689573
2001-12-31,47.377144,7499831
2002-01-01,47.191475,4451335
2002-01-02,46.974857,4420985
2002-01-03,45.868565,10200292
2002-01-04,49.674828,28939679
2002-01-07,49.512367,19626004
2002-01-08,49.179707,10630911
2002-01-09,50.804329,40324419
2002-01-10,50.231842,15844174
2002-01-11,50.564503,19511472
2002-01-14,50.394306,30291247
2002-01-15,49.937862,10701164
2002-01-16,49.551048,8389784
2002-01-17,49.311222,12623050
2002-01-18,48.212666,14997801
2002-01-21,48.336449,6859047
2002-01-22,48.367393,12667232
2002-01-23,48.684582,7597423
2002-01-24,48.514381,5441788
2002-01-25,48.70779,3949545
2002-01-28,48.653637,15186832
2002-01-29,48.986298,9700784
2002-01-30,48.591743,9193817
2002-01-31,46.433315,43790679
2002-02-01,46.518414,28862355
2002-02-04,46.851074,12391402
2002-02-05,45.474014,21167689
2002-02-06,45.133617,28381505
2002-02-07,47.647915,52452951
2002-02-08,48.150776,27620173
2002-02-11,47.748489,15701134
2002-02-12,47.841324,18680262
2002-02-13,47.965103,21878681
2002-02-14,48.204929,12970199
2002-02-15,48.83157,32156582
2002-02-18,49.318958,22971392
2002-02-19,49.643883,18468339
2002-02-20,49.055923,11942105
2002-02-21,48.645901,9128340
2002-02-22,48.723263,5385321
2002-02-25,48.692318,5584124
2002-02-26,49.721245,18668202
2002-02-27,50.402042,46625707
2002-02-28,47.632442,38618676
2002-03-01,49.868237,29184893
2002-03-04,48.529854,73299467
2002-03-05,48.545326,28266250
2002-03-06,47.601498,21536483
2002-03-07,48.166248,14161885
2002-03-08,47.493191,11788104
2002-03-11,46.178017,25713695
2002-03-12,45.218716,16888354
2002-03-13,45.435333,17901215
2002-03-14,46.031029,10222344
2002-03-15,47.663387,27211496
2002-03-18,47.45451,13312475
2002-03-19,46.355953,10558299
2002-03-20,46.998066,15263806
2002-03-21,46.967121,7444999
2002-03-22,47.005802,12368614
2002-03-25,47.005802,0
2002-03-26,46.417843,8140052
2002-03-27,46.433315,15159564
2002-03-28,46.46426,19451496
2002-03-29,46.46426,0
2002-04-01,46.750504,16271826
2002-04-02,46.967121,9707066
2002-04-03,46.255383,6812526
2002-04-04,47.245628,63835106
2002-04-05,47.299782,21476234
2002-04-08,46.882023,11127246
2002-04-09,46.441051,9133466
2002-04-10,45.83762,17253910
2002-04-11,45.884037,5220190
2002-04-12,46.147072,6607041
2002-04-15,45.559113,4188548
2002-04-16,44.723591,9746045
2002-04-17,44.878319,6063293
2002-04-18,45.234188,12479959
2002-04-19,44.050533,12423685
2002-04-22,44.445084,11355882
2002-04-23,45.056252,23675223
2002-04-24,44.816425,7760084
2002-04-25,44.406403,10921774
2002-04-26,44.638493,7301332
2002-04-29,42.596107,30502924
2002-04-30,43.068024,10912732
2002-05-01,43.068024,0
2002-05-02,43.99638,8466791
2002-05-03,44.537922,11198676
2002-05-06,44.824165,8774296
2002-05-07,45.357967,7781865
2002-05-08,44.862846,11404258
2002-05-09,45.094936,7835825
2002-05-10,44.568867,8500179
2002-05-13,44.251678,5512843
2002-05-14,43.895805,5825867
2002-05-15,43.772026,7013552
2002-05-16,42.998394,8623746
2002-05-17,43.447102,18642641
2002-05-20,42.735359,15728485
2002-05-21,40.576931,36634506
2002-05-22,40.035389,13695972
2002-05-23,39.308178,13168207
2002-05-24,41.868893,20624096
2002-05-27,41.675488,11584079
2002-05-28,40.228798,15304174
2002-05-29,41.048847,11398810
2002-05-30,40.453152,14032799
2002-05-31,40.77034,13932441
2002-06-03,41.830212,17159653
2002-06-04,42.240238,13708704
2002-06-05,42.456856,12228780
2002-06-06,42.588371,11720204
2002-06-07,42.511009,10581088
2002-06-10,43.92675,12297953
2002-06-11,44.746799,14397191
2002-06-12,44.298096,7120063
2002-06-13,44.027325,5366158
2002-06-14,43.609566,8352402
2002-06-17,44.081478,5102124
2002-06-18,43.841652,5364355
2002-06-19,44.352249,15909948
2002-06-20,44.336777,7923134
2002-06-21,43.92675,5339401
2002-06-24,43.911282,4881670
2002-06-25,42.209293,65534037
2002-06-26,41.319618,20296317
2002-06-27,42.046829,18546148
2002-06-28,41.683224,11671369
2002-07-01,42.039093,5625784
2002-07-02,41.327354,6213991
2002-07-03,41.489815,15318509
2002-07-04,41.311878,6687602
2002-07-05,40.739395,13835793
2002-07-08,42.062302,29737727
2002-07-09,42.84367,23656712
2002-07-10,42.913296,17551661
2002-07-11,41.103001,16602953
2002-07-12,41.048847,10067115
2002-07-15,41.133945,6827184
2002-07-16,39.903873,14585130
2002-07-17,39.284969,24053019
2002-07-18,40.128223,11530178
2002-07-19,40.197853,14653502
2002-07-22,39.733673,9051010
2002-07-23,39.725937,15015632
2002-07-24,38.92136,14208264
2002-07-25,38.960045,39032168
2002-07-26,37.969795,18851190
2002-07-29,38.333401,27997569
2002-07-30,38.186413,20092725
2002-07-31,37.807335,22053532
2002-08-01,37.915642,12608056
2002-08-02,37.575245,12842470
2002-08-05,37.745441,14019020
2002-08-06,37.3741,10864711
2002-08-07,37.327682,15956120
2002-08-08,36.074402,23668242
2002-08-09,36.306488,21774723
2002-08-12,37.281265,28697418
2002-08-13,37.528828,10044003
2002-08-14,36.90992,15625323
2002-08-15,36.90992,0
2002-08-16,37.567509,12768003
2002-08-19,37.946587,13280955
2002-08-20,38.511337,21130546
2002-08-21,37.93885,12869841
2002-08-22,38.317928,11584894
2002-08-23,38.642853,9123984
2002-08-26,38.828526,10652110
2002-08-27,38.155468,8643917
2002-08-28,38.016212,6184326
2002-08-29,38.619644,13301255
2002-08-30,39.532532,21853417
2002-09-02,41.041111,26670049
2002-09-03,40.894119,13871747
2002-09-04,41.667751,31894338
2002-09-05,41.149418,13724991
2002-09-06,41.103001,16251526
2002-09-09,40.375786,15967178
2002-09-10,40.375786,0
2002-09-11,39.826508,13354039
2002-09-12,40.30616,18011681
2002-09-13,40.07407,23927888
2002-09-16,39.927082,13671496
2002-09-17,40.47636,8634849
2002-09-18,40.019917,7935323
2002-09-19,39.934818,9761252
2002-09-20,39.532532,11360458
2002-09-23,40.228798,11773737
2002-09-24,39.532532,15622518
2002-09-25,39.509319,7831811
2002-09-26,39.563477,3775761
2002-09-27,39.91161,12056727
2002-09-30,39.927082,14572676
2002-10-01,38.681538,13415185
2002-10-02,38.681538,0
2002-10-03,37.459198,31613512
2002-10-04,36.538578,25600514
2002-10-07,37.157482,13097825
2002-10-08,37.497883,8607420
2002-10-09,36.886711,9337672
2002-10-10,36.654621,9662911
2002-10-11,37.072384,8321508
2002-10-14,37.47467,6767259
2002-10-15,37.47467,0
2002-10-16,37.784122,12712751
2002-10-17,37.699024,7802889
2002-10-18,37.582981,9185448
2002-10-21,37.466934,5124453
2002-10-22,37.126537,7204832
2002-10-23,36.507633,8817617
2002-10-24,35.571541,18558311
2002-10-25,34.511665,30544301
2002-10-28,34.008804,18615528
2002-10-29,35.672112,36894126
2002-10-30,36.267807,24919770
2002-10-31,41.079792,235214701
2002-11-01,39.880665,146630706
2002-11-04,40.731655,33392921
2002-11-05,40.414471,33134632
2002-11-06,40.414471,0
2002-11-07,40.174644,58068531
2002-11-08,39.919346,44186565
2002-11-11,39.609894,18798057
2002-11-12,40.352577,36052930
2002-11-13,40.669765,52733569
2002-11-14,40.986954,32692619
2002-11-15,41.497551,31721872
2002-11-18,42.062302,42852324
2002-11-19,42.062302,0
2002-11-20,42.309864,48154279
2002-11-21,42.503273,28134689
2002-11-22,44.151104,87616459
2002-11-25,44.336777,61171167
2002-11-26,45.241924,89529632
2002-11-27,44.45282,45380313
2002-11-28,44.994362,45704053
2002-11-29,44.545658,51244177
2002-12-02,45.574585,38180121
2002-12-03,45.07946,50562967
2002-12-04,45.257397,59258918
2002-12-05,45.551376,42249653
2002-12-06,45.822147,23717620
2002-12-09,45.327023,52733789
2002-12-10,45.388912,29727380
2002-12-11,45.280605,26787754
2002-12-12,45.466278,25893057
2002-12-13,45.945927,24499834
2002-12-16,45.752522,43155615
2002-12-17,45.504959,31962930
2002-12-18,44.85511,22964696
2002-12-19,44.731327,25021744
2002-12-20,44.994362,23597446
2002-12-23,44.816425,16307806
2002-12-24,45.110409,23977356
2002-12-25,45.110409,0
2002-12-26,46.495205,70761143
2002-12-27,46.247643,66890763
2002-12-30,46.031029,26954972
2002-12-31,46.100655,24515675
2003-01-01,46.077446,21880820
2003-01-02,45.412125,18528885
2003-01-03,44.553394,33572541
2003-01-06,44.066006,22419339
2003-01-07,44.104687,17517601
2003-01-08,44.708118,16591798
2003-01-09,45.853092,36876217
2003-01-10,45.961403,28288903
2003-01-13,45.682896,17060658
2003-01-14,45.566849,18561290
2003-01-15,44.994362,25634749
2003-01-16,45.094936,15900900
2003-01-17,45.234188,12208272
2003-01-20,44.847374,9570011
2003-01-21,45.195507,12038256
2003-01-22,45.806675,25046174
2003-01-23,45.288342,21222534
2003-01-24,43.733345,26366054
2003-01-27,42.294392,31542005
2003-01-28,43.114441,33992819
2003-01-29,42.263447,20054096
2003-01-30,41.528496,33520708
2003-01-31,42.557426,79492783
2003-02-03,43.5322,26371632
2003-02-04,43.539936,28945476
2003-02-05,43.717873,21741225
2003-02-06,44.104687,19167930
2003-02-07,43.439365,25494030
2003-02-10,43.578617,18865072
2003-02-11,43.7024,15914220
2003-02-12,43.508991,17015650
2003-02-13,43.508991,0
2003-02-14,43.957699,23967830
2003-02-17,45.14909,20447817
2003-02-18,44.816425,15043785
2003-02-19,44.924736,12018376
2003-02-20,44.700382,10000229
2003-02-21,45.628738,29198045
2003-02-24,46.835606,61391175
2003-02-25,45.729313,32075432
2003-02-26,45.272869,25385011
2003-02-27,45.706104,27485535
2003-02-28,45.60553,47874501
2003-03-03,45.767994,42452728
2003-03-04,45.210979,17313266
2003-03-05,44.708118,36934294
2003-03-06,44.151104,15901346
2003-03-07,43.478046,21737076
2003-03-10,42.851406,25787755
2003-03-11,44.120159,26619773
2003-03-12,43.060287,16403110
2003-03-13,43.00613,23119757
2003-03-14,43.00613,0
2003-03-17,43.253693,25967117
2003-03-18,43.253693,0
2003-03-19,44.104687,22778832
2003-03-20,45.388912,32958521
2003-03-21,45.412125,26459445
2003-03-24,43.76429,25710179
2003-03-25,44.205257,22669135
2003-03-26,44.019588,18040551
2003-03-27,43.400684,16170214
2003-03-28,44.166576,19721618
2003-03-31,43.029339,21693095
2003-04-01,43.485783,17210549
2003-04-02,43.679192,16156222
2003-04-03,44.174313,14405412
2003-04-04,45.404388,31764470
2003-04-07,46.441051,31859483
2003-04-08,45.822147,19556546
2003-04-09,44.615284,20557437
2003-04-10,44.135632,18817828
2003-04-11,45.31155,22342571
2003-04-14,0,0
2003-04-15,43.679192,37783336
2003-04-16,43.911282,19539929
2003-04-17,43.037079,20068676
2003-04-18,43.037079,0
2003-04-21,43.215012,13972279
2003-04-22,42.921032,25055855
2003-04-23,41.961731,102192121
2003-04-24,42.364017,42016085
2003-04-25,41.497551,35756503
2003-04-28,42.116455,31545702
2003-04-29,42.21703,20402085
2003-04-30,42.464588,15726340
2003-05-01,42.464588,0
2003-05-02,42.309864,14984881
2003-05-05,41.861156,17855366
2003-05-06,41.760586,19918236
2003-05-07,41.087528,18997758
2003-05-08,40.159172,33854963
2003-05-09,40.391258,19821414
2003-05-12,40.352577,13685754
2003-05-13,40.499569,11003699
2003-05-14,41.234516,18306996
